doc_id,title_text,tagline,post_tag,post_date,topic,topic_label,umap_sem_x,umap_sem_y,umap_tem_x,umap_tem_y
2849,Mi cuerpo es teoría y práctica,Perfil de Juan Ferraté,Cuba; España; Exilio; Filosofía; Internacional; Laboratorio de No Ficción Creativa,2023-06-22 10:45:00,3,3_literario_escritora_autor,8.842757,2.731568,6.7024093,-5.327644
2850,Aprendiendo a decirte hijo,Mundo no binario,Feminismos; Identidades no binarias; Internacional; LGBTIQ+; Laboratorio de No Ficción Creativa; México,2023-06-22 10:46:00,1,1_feminismo_feminista_patriarcado,5.5378013,3.8665836,9.47354,-3.3963711
2851,Tomar LSD y escribir un paper,El alcaloide que abrió las puertas de la percepción,Drogas; LSD; Laboratorio de No Ficción Creativa,2023-06-22 10:47:00,32,32_catástrofe_desastre_tragedia,7.79703,7.2188854,6.7936473,-1.6535292
2852,Los que escuchan el horror,Ciencia Forense,Guatemala; Internacional; Justicia; Laboratorio de No Ficción Creativa; crimen,2023-06-22 10:50:00,23,23_justicia_judicial_juzgado,9.138981,5.4548197,11.189559,4.172572
2853,En el malecón solo bailamos este son,"Reparto, el trap cubano",Cuba; Internacional; Juventudes; Laboratorio de No Ficción Creativa; Música; Trap,2023-06-22 10:54:00,22,22_música_musical_músico,10.715121,3.7092292,14.754496,-3.889304
2854,No agradeceré que no me mates,Racismo en Europa,Cuba; Internacional; Laboratorio de No Ficción Creativa; Racismo,2023-06-22 11:15:00,35,35_cubano_cubana_cuba,10.252403,3.8374784,5.7259755,2.9518442
2855,Los vuelos de Alicia,Hasta dónde es capaz de llegar una hija para encontrar a su madre,Internacional; Laboratorio de No Ficción Creativa; México,2023-06-22 11:22:06,33,33_submarino_marino_naufragio,8.815647,3.779457,4.0285273,0.17224787
2856,Leves gestos de la muerte,Cómo buscar a un desaparecido en Cuba,Cuba; Internacional; Laboratorio de No Ficción Creativa; Paternidades,2023-06-22 11:29:18,11,11_asesino_testimonio_testigo,9.755741,3.4870033,7.044999,-2.7499237
2857,El río de mi memoria,Capitalismo y extinción,Colombia; Internacional; Laboratorio de No Ficción Creativa; Violencias,2023-06-22 11:31:00,20,20_ríos_río_arroyo,8.578403,6.3758936,4.883829,-1.1908317
2858,El suicidio se detiene en comunidad,La depresión en el país más feliz de América Latina,Depresión; Internacional; Laboratorio de No Ficción Creativa; Suicidios; Uruguay,2023-06-22 11:35:00,20,20_ríos_río_arroyo,8.963229,7.56671,5.63001,-0.8346618
2859,El mar corre por mis venas,"Balseros cubanos, migración y memoria",Cuba; Exilio; Internacional; Laboratorio de No Ficción Creativa,2023-06-22 11:36:00,33,33_submarino_marino_naufragio,8.802792,6.015172,3.8314836,0.33947408
2860,La escuela de mucamas del Opus Dei,Más de 40 años explotando niñas en nombre de Dios,Argentina; Internacional; Laboratorio de No Ficción Creativa; Opus Dei,2023-06-26 10:44:00,5,5_pedagógico_enseñanza_escolar,6.920872,3.3852148,7.301968,-2.414441
2861,La conquistualidad permanente,Jujuy: de Vilcas y de dueños,Jujuy; Pueblos originarios; Represión,2023-06-26 12:59:26,0,0_político_política_electoral,10.405835,5.7125144,7.723678,4.5841255
2862,"""Para ganar hay que apostar""",La fórmula de unidad del peronismo,Cristina Fernández de Kirchner; Elecciones 2023; Peronismo; Sergio Massa,2023-06-26 18:17:11,0,0_político_política_electoral,11.12643,6.3560147,8.170446,5.2594995
2863,Donde no llega el peronismo llega Grabois,Unión por la Patria va a las PASO,Elecciones 2023; Juan Grabois; Peronismo; Sergio Massa; Unión por la Patria,2023-06-28 12:12:56,0,0_político_política_electoral,11.869311,5.1237526,8.320473,5.439606
2864,Cuando la realidad supera a Black Mirror,Distopía y deshumanización,Netflix; Series; Televisión; Zapping cultural,2023-06-29 13:18:41,17,17_innovación_tecnológico_tecno,7.1351237,5.9146304,9.828448,1.2965844
2865,La utopía de llegar a fin de mes,Fragmento de “¿Cómo hacen los pobres para sobrevivir?”,Libros,2023-07-04 10:21:24,15,15_sindicalismo_reforma_político,9.171592,6.835701,6.954188,-0.044511147
2866,"Teatro, arte, capillas, libertad, balbuceos y frenesí",En las trincheras de la imaginación,Artes; Fito Páez; Performance; Zapping cultural,2023-07-05 11:11:16,24,24_arte_artes_art,8.462186,1.8173745,12.767165,-2.2858942
2867,Los Rappi de Milei,La juventud militante de la derecha popular,Derechas; Elecciones 2023; Javier Milei; Juventudes,2023-07-10 10:51:56,9,9_político_libertario_política,8.769583,2.55832,9.18105,6.6190114
2868,¿Podrán los feminismos escapar a la sociedad de control?,Desafíos de un movimiento que se vuelve masivo,8M; Feminismos; Ni Una Menos,2023-07-11 14:02:01,1,1_feminismo_feminista_patriarcado,5.410057,3.2600148,8.986932,-4.3672366
2869,Un cuarto propio digital,Ley Olimpia,Feminismos; Violencia de género; Violencias,2023-07-12 13:48:48,1,1_feminismo_feminista_patriarcado,7.7699823,5.531637,9.187295,-4.0904245
2870,"Jujuy, postal de la Argentina frágil y en peligro","Litio, indígenas, grieta y pacto democrático",Elecciones 2023; Jujuy; Litio; Pueblos originarios,2023-07-17 13:26:00,10,10_boliviano_bolivia_político,11.135562,5.9945493,7.607822,3.588152
2871,"Nuevas fuerzas, nuevas caras",Elecciones 2023: PASO en Santa Fe,Elecciones 2023; Juntos por el cambio; Peronismo; Rosario; Rosariocronica; Santa Fe,2023-07-17 14:44:28,0,0_político_política_electoral,11.778046,5.390639,7.575361,5.424932
2872,Manifiesto contra la duda,"Chile: periodismo, dictadura y memoria histórica",Chile; Derechos Humanos; Internacional,2023-07-17 14:52:35,18,18_chileno_chile_político,8.576395,4.7874002,3.8577983,3.810514
2873,"Alquilar, odisea argentina",Radiografía de los inquilinos porteños,Alquileres; CABA; Elecciones 2023,2023-07-19 11:57:49,41,41_pobreza_inmobiliario_habitante,9.08346,7.186096,6.786091,-0.5388535
2874,"Muchachas, ahora nos volvimos a ilusionar",Mundial Femenino de Fútbol 2023,Feminismos; Fútbol; Fútbol femenino; Mundial femenino de fútbol,2023-07-20 11:04:45,2,2_fifa_futbolista_fútbol,10.881595,2.189404,5.9439745,11.743764
2875,La bomba de tiempo de Nolan,Oppenheimer,Cine; Globos de Oro; Zapping cultural,2023-07-21 13:22:32,29,29_ficción_protagonista_personaje,7.311385,6.596864,10.972954,-2.0609848
2876,"Pedro Sánchez, el sobreviviente",Elecciones en España,Derechas; Elecciones; España; Internacional; Izquierdas,2023-07-25 09:50:25,0,0_político_política_electoral,11.8053665,6.1946096,7.2427244,5.709355
2877,Los padres de la criatura,Los mentores de Milei,Derechas; Elecciones 2023; Javier Milei; Liberalismo,2023-07-26 11:18:37,9,9_político_libertario_política,12.526903,5.4657965,9.345414,7.1566877
2878,"Ir al frente, poner el cuerpo, tener aguante",Mundial Femenino de Fútbol 2023,Feminismos; Fútbol; Fútbol femenino; Mundial femenino de fútbol,2023-07-27 09:24:35,2,2_fifa_futbolista_fútbol,10.968545,2.1317563,5.950969,11.773117
2879,No hay nada mejor que una nena de goma,Barbie de Greta Gerwig,Barbie; Cine; Feminismos; Globos de Oro; Zapping cultural,2023-07-28 10:43:57,29,29_ficción_protagonista_personaje,6.799448,3.336489,10.764985,-2.241611
2880,De tal palo: César Aira y su madre escritora,Fragmento de “Donde nada se detiene”,Aira; Crónica; Libros,2023-07-31 13:54:17,3,3_literario_escritora_autor,7.9290824,2.1478598,6.636628,-5.1172576
2881,Una destreza cosmopolita,"Budassi: cultura pop, política internacional y literatura clásica",Crónica; Libros,2023-07-31 14:33:26,3,3_literario_escritora_autor,7.4763207,2.5183694,6.5904546,-5.3446474
2882,"Democratizar el fútbol, trabajar de futbolistas",Mundial Femenino Australia/Nueva Zelanda 2023,Feminismos; Fútbol; Fútbol femenino; Mundial femenino de fútbol,2023-08-03 09:42:38,2,2_fifa_futbolista_fútbol,11.008888,2.1424074,5.220473,11.5311775
2883,San Benito no es Bad Bunny,"Palermo, el barrio que sepultó su herencia afro",Gastronomía; Historia; Palermo,2023-08-04 12:22:18,41,41_pobreza_inmobiliario_habitante,9.311158,5.37918,6.534457,-0.971613
2884,Cómo funciona la economía barrani,Crisis e informalidad,Crisis; Economía,2023-08-07 11:28:09,4,4_déficit_deuda_endeudamiento,9.068328,7.631362,10.563604,5.165252
2885,Un pensamiento extremo y una acción prudente,Adiós a Mario Tronti,Izquierdas; Marxismo,2023-08-08 15:50:00,0,0_político_política_electoral,10.117109,3.8434744,8.445996,5.0244136
2886,¿Para qué sirve el arte?,"Persistencia de la pregunta por el arte, de Hernán Borisonik",Artes; Libros,2023-08-09 14:57:47,24,24_arte_artes_art,7.493444,3.9203072,13.095715,-2.1247032
2887,"Más bronca, más apatía",Crimen de Morena en Lanús,Lanús; Medios de comunicación; Policiales; Seguridad,2023-08-10 13:23:24,14,14_mediático_periodístico_político,10.140865,5.4710155,10.04362,3.1725578
2888,A la derecha no le alcanza una reforma laboral,Elecciones 2023,Derechas; Elecciones 2023; Juntos por el cambio; Trabajo,2023-08-11 11:36:58,15,15_sindicalismo_reforma_político,9.464043,7.4984803,6.3748345,1.3463377
2889,El desembarco de la violencia,La agenda de la (in)seguridad,,2023-08-11 15:49:42,0,0_político_política_electoral,10.4341,5.318921,9.190926,3.704629
2890,Ruge la leonera,"Milei, el candidato más votado en las PASO",Derechas; Elecciones 2023; Javier Milei; Juntos por el cambio; LEDA-UNSAM; Peronismo,2023-08-14 09:55:34,9,9_político_libertario_política,11.9166565,5.6525,9.34516,7.101883
2891,Corridos por derecha,Las PASO de Juntos por el Cambio,Derechas; Elecciones 2023; Horacio Rodríguez Larreta; Juntos por el cambio; Patricia Bullrich,2023-08-15 10:24:55,0,0_político_política_electoral,11.885697,5.7563963,7.8183002,5.8176036
2892,¿Puede Massa frenar la revolución Milei?,El peronismo de cara a octubre,Derechas; Elecciones 2023; Javier Milei; Peronismo; Sergio Massa; Unión por la Patria,2023-08-15 12:48:38,9,9_político_libertario_política,11.500185,5.5345297,9.316872,7.1419635
2893,Lo que cruje es la democracia,El triunfo de La Libertad Avanza en las PASO,Derechas; Elecciones 2023; Javier Milei; LEDA-UNSAM,2023-08-15 14:07:05,9,9_político_libertario_política,11.350206,5.8448076,8.881243,5.544072
2894,Un compañero para la Ciudad,El peronismo porteño,CABA; Elecciones 2023; Escuela IDAES; Peronismo,2023-08-17 15:16:24,0,0_político_política_electoral,11.8079,5.6446953,7.356607,5.394371
2895,11 tesis sobre Milei,"Cómo entender el ""voto anticasta""",Elecciones 2023; Javier Milei,2023-08-18 18:26:13,9,9_político_libertario_política,10.661491,5.728947,9.268796,6.757259
2896,Instantáneas del mundo atómico,"Oppenheimer: ciencia, tecnología y Estado",Ciencia; Cine; Energía nuclear; Estados Unidos,2023-08-22 14:26:56,21,21_soviética_soviético_vladimir,7.760557,6.9072886,7.2004943,2.722913
2897,El folclore soy yo,Soledad,Carrouselrosario; Folclore; Música; Rosario,2023-08-25 09:44:17,22,22_música_musical_músico,8.864534,1.8548061,14.721797,-4.110393
2898,Hacia una valoración de la diversidad,Integración migratoria,avina; chilemixto,2023-08-25 10:36:09,5,5_pedagógico_enseñanza_escolar,8.6679945,5.466145,3.9297068,-3.334027
2899,Una alternativa desde el Sur Global,El ingreso de Argentina al BRICS,Brasil; Internacional; UNSAM,2023-08-28 11:42:29,4,4_déficit_deuda_endeudamiento,9.136075,7.3890624,7.380016,3.0016356
2900,"Marrón, rural, arquitecto",Perfil de Alejandro Montero,UNSAM; Universidad pública,2023-08-30 10:04:14,5,5_pedagógico_enseñanza_escolar,6.0903506,5.6197457,6.8915396,-0.12032516
2901,Objeto comestible no identificado,Ley de etiquetado frontal,Ley de Etiquetado; Podcast,2023-08-30 10:37:00,7,7_aborto_abortar_anticonceptivo,8.309259,7.7820735,8.259128,1.7044009
2902,Postales random para un paisaje audiovisual electrónico,Digitalízame!,ARTLAB; Arte digital; Tecnologías; arteba,2023-08-30 11:11:59,24,24_arte_artes_art,7.29487,4.606528,13.144876,-1.9956448
2903,Los días más felices de los represores,De la ESMA a Sudáfrica,Derechos Humanos; Dictadura; ESMA; Internacional,2023-08-30 14:34:16,5,5_pedagógico_enseñanza_escolar,9.864883,4.5160866,4.664276,-2.641504
2904,"Cristina, el cero y el infinito",La sentencia contra Cristina Kirchner,Atentado a Cristina; Cristina Fernández de Kirchner; Poder Judicial,2023-09-01 09:25:00,0,0_político_política_electoral,10.321181,5.037381,9.360716,4.103099
2905,Tocar lo sagrado,Atentado a Cristina,Atentado a Cristina; Peronismo,2023-09-01 09:28:00,25,25_violencia_feminismo_feminista,9.092007,4.344699,9.322264,3.942873
2906,Que tengan miedo de ser kirchneristas,Revolución Federal por dentro,Atentado a Cristina; Liberalismo; Revolución Federal,2023-09-01 09:45:00,0,0_político_política_electoral,10.848685,5.80354,8.898396,4.7820425
2907,La mordida más feroz de Pablo Larraín,El Conde,,2023-09-04 10:37:42,18,18_chileno_chile_político,9.894492,3.6064816,11.721372,-2.1246223
2908,El mal negro,L-Gante preso,Racismo,2023-09-04 11:02:39,22,22_música_musical_músico,9.449449,2.3961866,7.4989867,-2.3114629
2909,Cómo mantener el deseo en un mundo efímero,La One: la vida de Moria Casán,Moria Casán; Shakespeare; Teatro; Zapping cultural,2023-09-05 10:36:00,1,1_feminismo_feminista_patriarcado,7.0488825,2.9074466,9.908289,-3.8575406
2910,Una mamushka inagotable,La One: la vida de Moria Casán,Moria Casán; Podcast,2023-09-05 11:41:43,24,24_arte_artes_art,6.970135,2.6724946,11.828012,-2.6269236
2911,"Desdolarizar, la madre de todas las batallas",Argentina y su inserción en la geopolítica internacional,BRICS; China; Estados Unidos; Internacional,2023-09-06 08:57:00,21,21_soviética_soviético_vladimir,10.933895,7.2751374,7.172068,2.7568643
2912,Cartografías del abandono,Desapariciones,Derechos Humanos; Libros,2023-09-07 10:08:36,15,15_sindicalismo_reforma_político,9.401136,3.6266224,10.078252,0.7538578
2913,Más ciencia para más desarrollo,El Conicet en la campaña electoral,Ciencia; Elecciones 2023; Javier Milei,2023-09-07 11:54:40,17,17_innovación_tecnológico_tecno,7.8975353,6.9755225,8.786496,1.792758
2914,La drag que habito,Dani Umpi: retrato de una popstar,Libros; Zapping cultural,2023-09-08 10:22:36,24,24_arte_artes_art,8.745699,2.0907412,14.559446,-3.5519497
2915,¿La dictadura fue un invento?,Negacionismo: a 50 años del golpe en Chile,Chile; Derechos Humanos; Dictadura; Internacional; Negacionismo,2023-09-08 11:01:18,18,18_chileno_chile_político,10.614752,4.1978636,3.7145216,3.7830057
2916,Documentos que todo lo saben,A 50 años del golpe en Chile: los archivos secretos de Álvaro Puga,Archivos Puga; Dictadura,2023-09-11 09:20:00,3,3_literario_escritora_autor,8.697511,5.1428866,9.53674,3.3689756
2917,El tetón patrio de la cultura popular,Moria: la femme fatal del cine argentino,Cine; Moria Casán; Zapping cultural,2023-09-12 10:46:32,29,29_ficción_protagonista_personaje,7.038667,2.7699912,10.542137,-2.4561346
2918,No es tan sencillo marginar a las disidencias,"Movilización social, ambiente y democracia",Agua; Ambientalismo; Democracia; Litio,2023-09-12 14:24:38,20,20_ríos_río_arroyo,9.150002,6.879336,7.756835,3.0197437
2919,Las máquinas lectoras,Una ficción (no tan) distópica,Ficción; Inteligencia artificial,2023-09-14 09:32:09,17,17_innovación_tecnológico_tecno,6.652359,6.2115927,9.731936,1.5187634
2920,Cuándo nos robaron la primavera progresista,¿Quién canaliza las pasiones tristes?,Elecciones 2023; Hegemonía; Javier Milei; Juntos por el cambio; Peronismo; Progresismo,2023-09-15 09:45:24,9,9_político_libertario_política,12.306001,5.6021175,9.166293,6.3179274
2921,La heredera de Sanders,Alexandria Ocasio-Cortez,Estados Unidos; Internacional; Perfil político,2023-09-15 11:06:00,35,35_cubano_cubana_cuba,12.033726,6.0098796,6.7284994,2.8807378
2922,"Corrupción, un asunto de derechos",Revertir la captura del estado para fortalecer la democracia,Corrupción; Elecciones 2023; Mitos impuestos,2023-09-18 09:10:29,4,4_déficit_deuda_endeudamiento,9.294564,8.070543,10.203123,5.4903164
2923,Qué hacemos con las PASO,"¿Eliminación, reforma o continuidad?",Elecciones; PASO,2023-09-18 09:56:51,0,0_político_política_electoral,10.7403965,5.668268,7.5516562,5.415695
2924,Mi madre es otra,Esquizofrenia y lazos emocionales,Brasil; Chile; Esquizofrenia; Internacional; Laboratorio de No Ficción Creativa; Maternidades; Narrativas; Salud mental,2023-09-20 11:43:00,42,42_padre_papá_hijo,6.3505383,4.1029334,7.006053,-2.8950205
2925,"Inteligencia artificial, pero a qué costo",Propuestas y estrategias desde el Sur Global,Inteligencia artificial,2023-09-21 09:30:16,17,17_innovación_tecnológico_tecno,7.3186607,6.595153,9.591992,1.5993291
2926,Un elogio del inconveniente,"Cielo Rojo, la última película de Christian Petzold",Cine; Zapping cultural,2023-09-22 10:30:33,29,29_ficción_protagonista_personaje,7.264864,3.101982,10.852583,-2.0938199
2927,Decálogo Wainfeld,Adiós a un maestro del periodismo político,Periodismo,2023-09-22 10:31:00,19,19_periodista_periodístico_periódico,8.137442,4.323401,12.6321125,1.5535895
2928,Salute,Despedida a Mario Wainfeld,Mario Wainfeld; Medios de comunicación; Periodismo,2023-09-22 14:24:20,3,3_literario_escritora_autor,8.264972,4.3118286,9.467815,3.340506
2929,Retrato de una fan incondicional,Mi autobiografía con Suede,,2023-09-25 11:10:16,22,22_música_musical_músico,8.37385,1.816804,14.775313,-4.2240295
2930,Soy trasplantada,Donación de órganos,Trasplante de órganos,2023-09-25 11:16:02,39,39_morir_muerte_moribundo,7.1925592,7.50395,8.677942,-0.69014275
2931,"Zambra, el escritor que habla en puntas de pie",Literatura del despojo,Alejandro Zambra; Chile; Literatura; Zapping cultural,2023-09-29 10:00:00,3,3_literario_escritora_autor,8.362589,2.3573804,6.661491,-4.9470987
2932,La ficción es una pista de despegue,"Jonathan Franzen, el hombre que mira a los pájaros",FILBA; Ficción; Internacional; Libros; Zapping cultural,2023-09-29 10:29:47,3,3_literario_escritora_autor,7.471756,2.6348548,6.640994,-5.3370013
2933,Un animal salvaje y cautivo,Laboratorio de Periodismo Performático,Periodismo performático,2023-09-29 15:51:31,19,19_periodista_periodístico_periódico,7.6157355,4.4347,13.000846,0.9813243
2934,¿Cómo se construye un candidato?,Debate presidencial,Elecciones 2023; Javier Milei; Patricia Bullrich; Sergio Massa,2023-10-03 10:57:02,9,9_político_libertario_política,12.126021,6.4494104,7.316842,7.3876457
2935,La casta es el otro,El voto libertario: un deseo de igualitarismo radical,Derechas; Elecciones 2023; Javier Milei,2023-10-03 13:12:25,9,9_político_libertario_política,12.306488,5.394294,8.940947,5.7559533
2936,El punto ciego del progresismo,ARA San Juan,,2023-10-03 16:15:00,33,33_submarino_marino_naufragio,9.553879,6.19179,3.7468538,0.41760573
2937,"Enemigo de Allende, opositor a Pinochet, frenteamplista y peronista",Todas las vidas de Roberto Thieme (1942-2023),Chile; Internacional,2023-10-04 12:02:15,18,18_chileno_chile_político,11.573935,4.8209386,3.8255067,3.826949
2938,Volver a la sociología,Discursos de odio. Una alarma para la vida democrática,Discursos de odio; LEDA-UNSAM,2023-10-05 11:14:31,28,28_futuro_pandemia_crisis,8.025458,5.2504625,8.863399,3.1014972
2939,Ciudad de ecos electrónicos,Mutek: música para bailar y contemplar,,2023-10-06 14:32:58,22,22_música_musical_músico,8.8543005,1.8463753,14.541269,-3.660775
2940,Leer en la espuma de las olas,El mar en la literatura argentina,ARA San Juan,2023-10-09 10:55:36,33,33_submarino_marino_naufragio,8.775056,5.993371,3.8025424,0.36429882
2941,La derecha no perdona,Entrevista a Álvaro García Linera,Bolivia; Derechas; Internacional; Progresismo,2023-10-11 09:44:08,10,10_boliviano_bolivia_político,11.425159,4.323822,7.664621,3.87201
2942,La trampa del mal mayor,Israel y Hamás en guerra,Guerra; Internacional; Israel; Palestina,2023-10-11 19:27:37,27,27_israel_netanyahu_israelí,11.194303,8.16044,14.62837,6.422897
2943,Una nación llamada Basura,Eduardo Galeano y el colapso climático,Ambiente; Crisis climática; Libros,2023-10-13 12:02:52,20,20_ríos_río_arroyo,8.321963,6.041421,5.161018,-0.6277051
2944,"Sí, pero",La vuelta del antisemitismo de siempre,Internacional; Israel; Palestina,2023-10-17 11:56:48,27,27_israel_netanyahu_israelí,11.218463,8.176128,14.638564,6.4330807
2945,Un techo para mi inflación,La Argentina post 10 de diciembre,Elecciones 2023; Inflación,2023-10-18 11:03:20,4,4_déficit_deuda_endeudamiento,9.635809,8.253082,10.36844,5.5994253
2946,Sin plásticos no hay ecología,La materialidad poshumana y colonizadora,Arte; Naturaleza; Plástico,2023-10-19 09:22:57,28,28_futuro_pandemia_crisis,7.7881837,7.3502254,10.222252,-0.09551802
2947,La generación saturada,Entrevista a Ofelia Fernández,Feminismos; Peronismo; Progresismo; Unión por la Patria,2023-10-19 10:48:06,0,0_político_política_electoral,5.5632267,2.9723809,8.720635,4.826026
2948,Mamushka de democracias,Participación política y liderazgos LGBTTINB+,Elecciones 2023; LGBTTINB+,2023-10-20 13:18:35,1,1_feminismo_feminista_patriarcado,6.046125,4.256531,9.520029,-4.6006994
2949,El ADN sobreviviente,La remontada del peronismo,Elecciones 2023; Peronismo; Sergio Massa; Unión por la Patria,2023-10-23 11:27:50,9,9_político_libertario_política,11.875698,5.6418796,9.135313,6.7224283
2950,Una festejadita y a seguir,Peronismo contra la derecha porno,Elecciones 2023; Peronismo; Sergio Massa,2023-10-24 09:47:43,0,0_político_política_electoral,11.637713,6.034106,7.4350753,3.7173083
2951,Trampa y trampolín,¿Quién es Milei sin dolarización?,Derechas; Elecciones 2023; Javier Milei,2023-10-25 09:32:37,9,9_político_libertario_política,9.684319,8.42604,9.401847,7.0374074
2952,Dios atiende en Buenos Aires,La política nacional se irradia desde el AMBA,Elecciones 2023; Javier Milei,2023-10-26 09:11:39,0,0_político_política_electoral,11.155459,5.4699607,8.252829,5.835703
2953,"Acabo de llegar, no soy un extraño",Almodóvar: la ley y el deseo,Cine; Pedro Almodóvar; Tecnologías de género; Zapping cultural,2023-10-27 10:03:19,29,29_ficción_protagonista_personaje,7.016792,2.3638499,10.504895,-2.4612782
2954,Un peronista de Fiorito,Murió Diego Maradona,Diego Maradona,2023-10-30 07:31:00,2,2_fifa_futbolista_fútbol,9.939108,2.393792,5.3393526,11.4843645
2955,La muerte de nuestro dios plebeyo,Diego Maradona,Diego Maradona,2023-10-30 10:09:00,2,2_fifa_futbolista_fútbol,9.986729,2.3655515,5.7410827,11.5867815
2956,"A la derecha, la pared",La cartografía política argentina se transforma,Derechas; Elecciones 2023; Javier Milei; Juntos por el cambio,2023-10-30 11:01:26,0,0_político_política_electoral,11.7072115,6.384968,7.424043,5.6870294
2957,"Muy hablados, poco escuchados",El voto de las juventudes,Elecciones 2023; Javier Milei; Juventudes,2023-10-31 12:49:25,9,9_político_libertario_política,9.04279,7.7132535,8.878835,5.525394
2958,Los likes no son votos,Las campañas de Massa y Milei en las redes,Elecciones 2023; Javier Milei; Redes sociales; Sergio Massa,2023-11-01 09:53:24,9,9_político_libertario_política,12.30827,5.855035,10.165133,2.9106798
2959,"“Estamos en democracia, ¿qué más quieren?”",40 años de Clics modernos,Charly García; Democracia; Música,2023-11-03 09:23:58,22,22_música_musical_músico,8.657309,1.7623531,15.005995,-4.0797124
2960,Sin control: el universo de Javier Milei,Una alianza entre El País y Anfibia,El País; Javier Milei; Podcast,2023-11-05 20:21:02,9,9_político_libertario_política,12.487291,5.5920777,9.333919,7.1053653
2961,La libertad desesperada,Entrevista a Íñigo Errejón,España; Internacional; Progresismo,2023-11-08 12:22:00,0,0_político_política_electoral,12.287093,5.312998,8.882831,5.311386
2962,Mi éxito es todo mío,Taylormanía,Derechas; Feminismos; Música,2023-11-09 12:02:51,22,22_música_musical_músico,6.750865,2.4747024,14.848056,-3.9908364
2963,Equilibrios inestables,Conquistar al electorado en tiempos de polarización afectiva,Elecciones 2023,2023-11-14 11:48:50,9,9_político_libertario_política,12.306147,5.9243355,9.178659,6.723924
2964,Tony Montana flota en el Paraná,Cocaína y negocios en los puertos del Gran Rosario,Narcotráfico; Rosario; Rosariocronica; Seguridad,2023-11-15 17:03:17,20,20_ríos_río_arroyo,9.342633,4.533595,4.9953814,-1.0068524
2965,El apocalipsis ya pasó,Futuro imperfecto,Futuro Imperfecto,2023-11-17 09:16:00,28,28_futuro_pandemia_crisis,7.9038386,7.1080995,10.220697,-0.047288775
2966,Mercado libre educativo,El programa privatizador de Milei,Chile; Elecciones 2023; Javier Milei,2023-11-17 13:29:35,5,5_pedagógico_enseñanza_escolar,5.9649715,5.949954,3.6493971,-3.218744
2967,"El que se queda quieto, pierde",El triunfo de Milei,Elecciones 2023; Javier Milei; Sergio Massa,2023-11-20 01:00:00,9,9_político_libertario_política,12.251515,5.32962,8.924745,6.0442157
2968,Nada fue suficiente,El triunfo de Milei,Elecciones 2023; Javier Milei; Sergio Massa,2023-11-20 02:11:29,9,9_político_libertario_política,12.132966,6.107294,9.335596,7.0355153
2969,Tecnologías en el arte contemporáneo,Crónica de una reconciliación anunciada,Arte; Arte digital; Futuro Imperfecto; Inteligencia artificial,2023-11-21 11:40:42,24,24_arte_artes_art,7.177329,5.3007193,13.127777,-2.1165519
2970,Un tutorial para entender el mundo,"FUTURO IMPERFECTO: arte, periodismo, tecnología",Futuro Imperfecto,2023-11-22 14:47:35,24,24_arte_artes_art,8.017511,5.2256417,12.478639,-0.06734915
2971,El sofista,Juan Román Riquelme,Boca Juniors; Fútbol; Juan Román Riquelme; Mauricio Macri; Medios de comunicación,2023-11-27 09:18:00,2,2_fifa_futbolista_fútbol,8.482978,4.5216656,5.5900016,11.217812
2972,El sueño de la república alberdiana,Otro desierto para la nación argentina,Derechas; Elecciones 2023; Feminismos; Javier Milei,2023-11-27 12:55:09,0,0_político_política_electoral,10.589773,5.931283,8.652002,4.6664486
2973,En el rincón de mis tetas,¿El tamaño importa?,,2023-11-29 12:49:20,37,37_astrónomo_ciencia_universo,6.3014255,3.6035373,9.948299,0.11335249
2974,Ser el raro,Código azul: descubrí que soy autista,Autismo,2023-11-30 11:10:00,5,5_pedagógico_enseñanza_escolar,9.225222,3.5029757,7.2231817,-2.4027627
2975,¿Cómo suena un río pavimentado?,Mapa sonoro de los arroyos urbanos,Arroyos urbanos; Arte Ciencia y Tecnoceno; Mapas sonoros; Ríos entubados,2023-12-01 10:02:30,20,20_ríos_río_arroyo,9.061318,2.5663068,5.0242968,-1.141937
2976,El 17 de octubre de Riquelme,Elecciones en Boca,Boca Juniors; Fútbol; Juan Román Riquelme; Mauricio Macri,2023-12-04 11:19:16,2,2_fifa_futbolista_fútbol,11.8616,5.446345,7.1374483,5.9604406
2977,Una catástrofe anunciada,"Milei, presidente electo",Derechas; Elecciones 2023; Javier Milei; LEDA-UNSAM,2023-12-07 12:11:47,0,0_político_política_electoral,10.580765,6.823925,8.7784605,5.3967557
2978,El monstruo de lo real,El detrás de escena de Gran Hermano,Gran Hermano; Televisión,2023-12-12 09:59:00,29,29_ficción_protagonista_personaje,7.16143,3.5717595,7.246477,-1.9498159
2979,El pueblo mileísta,Argentina tiene nuevo presidente,Elecciones 2023; Javier Milei,2023-12-13 10:21:12,9,9_político_libertario_política,12.280781,5.3801537,9.31272,7.133774
2980,"Con la democracia se lucha, con la red se cuida",40 años de conquistas feministas,Democracia; Feminismos; UNSAM,2023-12-14 15:39:13,1,1_feminismo_feminista_patriarcado,6.562553,2.7020297,10.185031,-4.9731655
2981,Nunca votaría por alguien que te hace daño,Un diálogo constitucional,Chile; Convención Constituyente; Internacional; La Conversa,2023-12-15 09:49:37,18,18_chileno_chile_político,10.926142,4.6376686,3.8123708,3.8567684
