Topic,Words,Frequency,Timestamp,Name
18,"chileno, chile, chilenxs, político, política",1,2021-07-10 21:36:00.000,18_chileno_chile_político_dictadura
19,"periodista, periodístico, periodistas, latinoamericano, latinoamérica",2,2021-07-10 21:36:00.000,19_periodista_periodístico_periódico_nar...
22,"músico, mística, música, artista, rítmico",1,2021-07-10 21:36:00.000,22_música_musical_músico_rapero
24,"art, arte, artístico, pintura, estética",2,2021-07-10 21:36:00.000,24_arte_artes_art_estética
25,"literario, literatura, abuso, violencia, sujeto",1,2021-07-10 21:36:00.000,25_violencia_feminismo_feminista_violent...
28,"pandemias, pandémico, pandemia, crisis, clima",1,2021-07-10 21:36:00.000,28_futuro_pandemia_crisis_pensamiento
29,"ficción, narrativas, identidad, realidad, fe",3,2021-07-10 21:36:00.000,29_ficción_protagonista_personaje_melodr...
30,"ruina, crisis, 2001, civilización, década",1,2021-07-10 21:36:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"lectura, leer, literatura, lector, libro",1,2021-07-10 21:36:00.000,31_digital_internet_tecnología_móvil
33,"espionaje, espía, espiar, sospechar, armada",1,2021-07-10 21:36:00.000,33_submarino_marino_naufragio_océano
34,"legendario, personaje, hombre, fascinar, devenir",2,2021-07-10 21:36:00.000,34_película_personaje_actor_hombre
35,"cubana, cubano, cuba, comunista, contrarrevolucionario",2,2021-07-10 21:36:00.000,35_cubano_cubana_cuba_chile
37,"astronauta, espacial, extraterrestre, futuro, imaginar",1,2021-07-10 21:36:00.000,37_astrónomo_ciencia_universo_teoría
39,"corazón, malestar, paciente, sensación, preocupar",2,2021-07-10 21:36:00.000,39_morir_muerte_moribundo_cadáver
40,"feminismo, feminista, progresista, política, graciela",1,2021-07-10 21:36:00.000,40_manifestación_feminista_multitud_mili...
41,"empobrecimiento, macrismo, sociedad, pandémica, pauperización",1,2021-07-10 21:36:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"política, político, radicalismo, ideológico, electoral",8,2021-11-16 13:12:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, activismo, político, sexista",7,2021-11-16 13:12:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"beneficencia, seguidor, regalar, entrenador, multimillonario",1,2021-11-16 13:12:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, autor, escritora, escritor, literatura",6,2021-11-16 13:12:00.000,3_literario_escritora_autor_literatura
4,"neoliberal, desigualdad, fiscal, endeudamiento, deuda",2,2021-11-16 13:12:00.000,4_déficit_deuda_endeudamiento_inflación
5,"sociología, educativo, escolar, educación, futuro",4,2021-11-16 13:12:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"asesinar, comisaría, asesinato, matar, disparo",4,2021-11-16 13:12:00.000,6_asesinato_policía_policial_maldonado
7,"aborto, abortar, feminismo, feminista, maternidad",3,2021-11-16 13:12:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"vacunar, vacunación, vacuna, antivacuna, pandemia",2,2021-11-16 13:12:00.000,8_epidemia_vacunar_virus_vacuna
9,"político, política, libertario, libertarismo, anarcocapitalista",1,2021-11-16 13:12:00.000,9_político_libertario_política_presidenc...
10,"dictadura, venezuela, venezolano, latinoamericano, nicaragüense",4,2021-11-16 13:12:00.000,10_boliviano_bolivia_político_política
11,"abuelo, cumpleaños, rato, muerte, morir",3,2021-11-16 13:12:00.000,11_asesino_testimonio_testigo_víctima
12,"electricidad, incendio, climático, energía, hidroeléctrica",1,2021-11-16 13:12:00.000,12_economía_económico_futuro_ambiental
14,"mediático, periodístico, noticia, periodista, futuro",2,2021-11-16 13:12:00.000,14_mediático_periodístico_político_perio...
16,"republicano, chileno, político, chile, política",1,2021-11-16 13:12:00.000,16_brasil_brasilero_brasilia_brasileño
17,"ambientalista, sostenibilidad, sustentable, ambiental, innovación",1,2021-11-16 13:12:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"chileno, chile, presidente, político, política",7,2021-11-16 13:12:00.000,18_chileno_chile_político_dictadura
20,"mapuches, mapuche, territorialidad, político, territorial",1,2021-11-16 13:12:00.000,20_ríos_río_arroyo_agua
21,"ucrania, soviética, soviético, ucraniano, vladimir",3,2021-11-16 13:12:00.000,21_soviética_soviético_vladimir_rusia
22,"rapero, música, banda, musical, músico",5,2021-11-16 13:12:00.000,22_música_musical_músico_rapero
24,"narrativa, artista, arte, activismo, artístico",2,2021-11-16 13:12:00.000,24_arte_artes_art_estética
25,"violador, violación, violencia, prohibicionista, violento",5,2021-11-16 13:12:00.000,25_violencia_feminismo_feminista_violent...
26,"retrato, museo, fotógrafo, dictadura, testimonio",1,2021-11-16 13:12:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
28,"crisis, desesperanza, ideología, pandémico, revuelta",5,2021-11-16 13:12:00.000,28_futuro_pandemia_crisis_pensamiento
29,"princesa, película, fotograma, retrato, realeza",1,2021-11-16 13:12:00.000,29_ficción_protagonista_personaje_melodr...
31,"digital, interacción, social, disfrutar, leer",1,2021-11-16 13:12:00.000,31_digital_internet_tecnología_móvil
32,"reportero, fotoperiodismo, 2001, fotógrafo, cámara",1,2021-11-16 13:12:00.000,32_catástrofe_desastre_tragedia_terremot...
38,"transfeminismo, trans, cisexista, odio, travestis",1,2021-11-16 13:12:00.000,38_bailarín_tango_protagonista_ballet
40,"manifestante, protestar, plaza, rebelión, multitud",1,2021-11-16 13:12:00.000,40_manifestación_feminista_multitud_mili...
41,"deficitario, pobre, pobreza, inmobiliario, habitar",2,2021-11-16 13:12:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"conservador, política, político, ideológico, democracia",11,2022-03-25 04:48:00.000,0_político_política_electoral_candidato
1,"lengua, lenguaje, lingüista, lingüístico, binarismo",1,2022-03-25 04:48:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"masculinidad, masculinidades, castigar, fútbol, futbolista",1,2022-03-25 04:48:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, poeta, autor, literatura, escritor",4,2022-03-25 04:48:00.000,3_literario_escritora_autor_literatura
4,"economía, económico, gobierno, pobreza, fiscal",5,2022-03-25 04:48:00.000,4_déficit_deuda_endeudamiento_inflación
5,"chile, libertad, política, enseñar, educativo",1,2022-03-25 04:48:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"soldado, condenado, militar, condenar, cárcel",3,2022-03-25 04:48:00.000,6_asesinato_policía_policial_maldonado
7,"feminismo, feminista, conservador, democracia, aborto",1,2022-03-25 04:48:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"pandemia, vacuna, proyecto, desarrollar, vacunación",2,2022-03-25 04:48:00.000,8_epidemia_vacunar_virus_vacuna
9,"libertario, político, liberalismo, liberal, política",1,2022-03-25 04:48:00.000,9_político_libertario_política_presidenc...
10,"colombiano, colombia, boliviano, boliviana, bolivia",5,2022-03-25 04:48:00.000,10_boliviano_bolivia_político_política
11,"morir, testimonio, muerto, muerte, matar",2,2022-03-25 04:48:00.000,11_asesino_testimonio_testigo_víctima
12,"ambiental, combustible, carbono, gasolina, consumir",3,2022-03-25 04:48:00.000,12_economía_económico_futuro_ambiental
13,"catolicismo, católica, católico, arzobispo, vaticano",1,2022-03-25 04:48:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, periodista, sociólogo, publicar, crítica",2,2022-03-25 04:48:00.000,14_mediático_periodístico_político_perio...
15,"gubernamental, política, político, burocrático, sociedad",1,2022-03-25 04:48:00.000,15_sindicalismo_reforma_político_polític...
17,"digitalización, tecnoceno, tecnológico, tecnología, digital",2,2022-03-25 04:48:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"chileno, chile, dictadura, revolución, revuelta",4,2022-03-25 04:48:00.000,18_chileno_chile_político_dictadura
20,"paraguaya, paraguayo, paraguay, sequía, villalba",1,2022-03-25 04:48:00.000,20_ríos_río_arroyo_agua
21,"kremlin, ucrania, soviética, soviético, ucraniano",1,2022-03-25 04:48:00.000,21_soviética_soviético_vladimir_rusia
22,"música, reggae, punk, musical, canción",1,2022-03-25 04:48:00.000,22_música_musical_músico_rapero
23,"magistratura, judicial, magistrado, justicia, abogado",1,2022-03-25 04:48:00.000,23_justicia_judicial_juzgado_condenar
24,"movimiento, cultural, creativo, festival, imaginario",1,2022-03-25 04:48:00.000,24_arte_artes_art_estética
25,"difamación, victimizar, justicia, víctima, condenado",1,2022-03-25 04:48:00.000,25_violencia_feminismo_feminista_violent...
26,"pasamontaña, surrealista, dibujante, artista, arte",2,2022-03-25 04:48:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
27,"terrorista, espionaje, espías, espía, atentado",1,2022-03-25 04:48:00.000,27_israel_netanyahu_israelí_palestina
28,"política, político, crisis, guerra, deslegitimar",2,2022-03-25 04:48:00.000,28_futuro_pandemia_crisis_pensamiento
29,"ficción, protagonista, personaje, verso, escena",5,2022-03-25 04:48:00.000,29_ficción_protagonista_personaje_melodr...
30,"político, sociedad, 2022, política, población",2,2022-03-25 04:48:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"digital, futuro, socialmente, social, entorno",1,2022-03-25 04:48:00.000,31_digital_internet_tecnología_móvil
33,"naval, almirante, submarino, capitán, comandante",1,2022-03-25 04:48:00.000,33_submarino_marino_naufragio_océano
34,"arqueológico, antigüedad, vergüenza, museo, hombre",2,2022-03-25 04:48:00.000,34_película_personaje_actor_hombre
35,"boczkowski, colega, alberto, respondo, druscovich",1,2022-03-25 04:48:00.000,35_cubano_cubana_cuba_chile
37,"imaginación, neurólogo, pensamiento, migraña, noción",2,2022-03-25 04:48:00.000,37_astrónomo_ciencia_universo_teoría
38,"comediante, comediant, monólogo, comedia, personaje",4,2022-03-25 04:48:00.000,38_bailarín_tango_protagonista_ballet
39,"cadáver, muerto, muerte, morir, fallecido",1,2022-03-25 04:48:00.000,39_morir_muerte_moribundo_cadáver
41,"superhéroe, héroe, superman, terrorista, enemigo",1,2022-03-25 04:48:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, ideológico, democracia, ideología",10,2022-07-31 20:24:00.000,0_político_política_electoral_candidato
1,"feminista, feminismo, masculinidad, patriarcado, político",6,2022-07-31 20:24:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolista, fifa, entrenador, brasil, campeón",4,2022-07-31 20:24:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, poeta, escritora, autora, escritor",6,2022-07-31 20:24:00.000,3_literario_escritora_autor_literatura
4,"inflación, inflacionario, oligarquía, inseguridad, socioeconómico",3,2022-07-31 20:24:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, educativo, enseñanza, progresista, enseñar",4,2022-07-31 20:24:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"robar, gendarmería, tortura, secuestrar, torturar",5,2022-07-31 20:24:00.000,6_asesinato_policía_policial_maldonado
7,"feminista, feminismo, médico, patriarcal, cuidar",1,2022-07-31 20:24:00.000,7_aborto_abortar_anticonceptivo_embarazo
8,"preservativo, epidemia, vacuna, prevención, prevenir",1,2022-07-31 20:24:00.000,8_epidemia_vacunar_virus_vacuna
9,"libertario, ultraliberal, liberal, conservador, liberalismo",1,2022-07-31 20:24:00.000,9_político_libertario_política_presidenc...
10,"colombia, colombiano, progresismo, progresista, multilateralismo",1,2022-07-31 20:24:00.000,10_boliviano_bolivia_político_política
11,"asesino, homicidio, criminalista, asesinato, víctima",1,2022-07-31 20:24:00.000,11_asesino_testimonio_testigo_víctima
12,"socioambiental, sostenible, ambiental, ecosistema, renovable",5,2022-07-31 20:24:00.000,12_economía_económico_futuro_ambiental
13,"catolicismo, católico, iglesia, congregación, cristianismo",1,2022-07-31 20:24:00.000,13_papal_catolicismo_arzobispo_católica
14,"mediático, periodístico, periodista, entrevistado, entrevistar",3,2022-07-31 20:24:00.000,14_mediático_periodístico_político_perio...
15,"economía, pobreza, reforma, democracia, sociedad",1,2022-07-31 20:24:00.000,15_sindicalismo_reforma_político_polític...
16,"brasil, brasilia, brasileño, político, política",4,2022-07-31 20:24:00.000,16_brasil_brasilero_brasilia_brasileño
17,"neoliberalismo, innovación, capitalismo, paradigma, futuro",2,2022-07-31 20:24:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"chileno, chile, dictadura, democracia, político",6,2022-07-31 20:24:00.000,18_chileno_chile_político_dictadura
19,"periodista, entrevistador, entrevistado, entrevista, escritor",1,2022-07-31 20:24:00.000,19_periodista_periodístico_periódico_nar...
20,"mapuche, municipio, territorio, pueblo, localidad",2,2022-07-31 20:24:00.000,20_ríos_río_arroyo_agua
21,"ucrania, ucraniano, rusia, ruso, guerra",1,2022-07-31 20:24:00.000,21_soviética_soviético_vladimir_rusia
22,"fanatismo, ídolo, música, chileno, cantar",1,2022-07-31 20:24:00.000,22_música_musical_músico_rapero
23,"magistratura, judicial, impunidad, magistrado, político",4,2022-07-31 20:24:00.000,23_justicia_judicial_juzgado_condenar
25,"sospechoso, acusar, empleadora, sospecha, empleador",1,2022-07-31 20:24:00.000,25_violencia_feminismo_feminista_violent...
26,"heroico, héroe, latinoamericano, guerrillero, revolución",1,2022-07-31 20:24:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
27,"islámico, islámica, musulmán, hiyab, iraní",1,2022-07-31 20:24:00.000,27_israel_netanyahu_israelí_palestina
28,"sufrimiento, activista, sociedad, democracia, feminismo",4,2022-07-31 20:24:00.000,28_futuro_pandemia_crisis_pensamiento
29,"melodrama, protagonista, personaje, melodramático, drama",3,2022-07-31 20:24:00.000,29_ficción_protagonista_personaje_melodr...
30,"político, política, democracia, crisis, américa",2,2022-07-31 20:24:00.000,30_sociedad_comunitario_proyecto_comunid...
33,"morir, impronunciable, silencio, muerte, pérdida",1,2022-07-31 20:24:00.000,33_submarino_marino_naufragio_océano
37,"amnesia, ilusión, fantasía, paradójicamente, autobiografía",2,2022-07-31 20:24:00.000,37_astrónomo_ciencia_universo_teoría
38,"com, escena, suspenso, película, cine",2,2022-07-31 20:24:00.000,38_bailarín_tango_protagonista_ballet
39,"comunista, burócratas, traidor, radicalidad, hij",1,2022-07-31 20:24:00.000,39_morir_muerte_moribundo_cadáver
40,"movilización, militante, oposición, atentado, asesinato",1,2022-07-31 20:24:00.000,40_manifestación_feminista_multitud_mili...
0,"político, política, presidencial, democracia, presidente",8,2022-12-07 12:00:00.000,0_político_política_electoral_candidato
1,"feminista, feminismo, lesbiano, dama, político",6,2022-12-07 12:00:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolista, fifa, fútbol, brasil, deporte",10,2022-12-07 12:00:00.000,2_fifa_futbolista_fútbol_deporte
3,"poeta, literario, escritora, escritor, autor",4,2022-12-07 12:00:00.000,3_literario_escritora_autor_literatura
4,"monetario, eurozona, moneda, deficitario, financiero",2,2022-12-07 12:00:00.000,4_déficit_deuda_endeudamiento_inflación
5,"enseñar, profesorado, educativo, escolar, docente",3,2022-12-07 12:00:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"comisaría, asesinado, asesinato, homicidio, violencia",4,2022-12-07 12:00:00.000,6_asesinato_policía_policial_maldonado
8,"epidemia, riesgo, siglo, aceleración, milenio",1,2022-12-07 12:00:00.000,8_epidemia_vacunar_virus_vacuna
11,"condena, asesino, sentencia, testimonio, víctima",4,2022-12-07 12:00:00.000,11_asesino_testimonio_testigo_víctima
14,"sobreinformación, ficción, mediático, realismo, periodista",2,2022-12-07 12:00:00.000,14_mediático_periodístico_político_perio...
15,"jubilar, renunciar, empleo, renuncia, laboral",1,2022-12-07 12:00:00.000,15_sindicalismo_reforma_político_polític...
16,"brasil, brasilia, brasileño, dictadura, bolsonarismo",3,2022-12-07 12:00:00.000,16_brasil_brasilero_brasilia_brasileño
17,"silicon, tecnológico, tecnología, tech, digitalización",1,2022-12-07 12:00:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"peruanos, peruano, perú, rebelión, chileno",1,2022-12-07 12:00:00.000,18_chileno_chile_político_dictadura
20,"potrerillos, ecológico, ecosistema, exilio, biodiversidad",1,2022-12-07 12:00:00.000,20_ríos_río_arroyo_agua
21,"guerra, ucrania, paz, diplomacia, conflicto",1,2022-12-07 12:00:00.000,21_soviética_soviético_vladimir_rusia
22,"músico, rapero, mario, enrique, artista",3,2022-12-07 12:00:00.000,22_música_musical_músico_rapero
23,"político, política, dictadura, democracia, inconstitucionalidad",3,2022-12-07 12:00:00.000,23_justicia_judicial_juzgado_condenar
24,"arte, artístico, art, artista, sociología",2,2022-12-07 12:00:00.000,24_arte_artes_art_estética
25,"asesinar, asesinato, víctima, violencia, violento",3,2022-12-07 12:00:00.000,25_violencia_feminismo_feminista_violent...
26,"cinematográfico, película, visionado, cámara, televisión",1,2022-12-07 12:00:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
27,"qatarí, qatar, jordania, arabia, líbano",2,2022-12-07 12:00:00.000,27_israel_netanyahu_israelí_palestina
28,"crisis, peligro, inteligencia, desarrollar, intelligence",1,2022-12-07 12:00:00.000,28_futuro_pandemia_crisis_pensamiento
29,"protagonista, hitchcock, personaje, ficción, spielberg",5,2022-12-07 12:00:00.000,29_ficción_protagonista_personaje_melodr...
30,"felicidad, feliz, mundialista, carisma, sentimiento",1,2022-12-07 12:00:00.000,30_sociedad_comunitario_proyecto_comunid...
32,"terremoto, maremoto, chileno, chile, océano",1,2022-12-07 12:00:00.000,32_catástrofe_desastre_tragedia_terremot...
34,"artista, cineasta, personaje, ficción, película",2,2022-12-07 12:00:00.000,34_película_personaje_actor_hombre
37,"realismo, realista, filosófico, ficción, realidad",1,2022-12-07 12:00:00.000,37_astrónomo_ciencia_universo_teoría
38,"filmar, videotape, video, película, grabación",1,2022-12-07 12:00:00.000,38_bailarín_tango_protagonista_ballet
39,"zombi, muerto, morir, sobrevivir, humano",2,2022-12-07 12:00:00.000,39_morir_muerte_moribundo_cadáver
40,"festejó, enorme, festejo, mítico, emperador",1,2022-12-07 12:00:00.000,40_manifestación_feminista_multitud_mili...
41,"salvadoreño, salvador, régimen, encarcelado, detención",1,2022-12-07 12:00:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, electoral, candidato, oposición",21,2023-04-15 03:36:00.000,0_político_política_electoral_candidato
1,"feminismo, feminista, erotismo, lgbtiq, ideología",3,2023-04-15 03:36:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"futbolero, futbolístico, fifa, fútbol, futbolista",7,2023-04-15 03:36:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, escritora, escritor, guionista, autor",7,2023-04-15 03:36:00.000,3_literario_escritora_autor_literatura
4,"fiscal, impuesto, sobreendeudamiento, neoliberal, inflación",15,2023-04-15 03:36:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, educativo, educación, escolar, aula",7,2023-04-15 03:36:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"cubano, cuba, gonzález, asesinato, morir",4,2023-04-15 03:36:00.000,6_asesinato_policía_policial_maldonado
8,"farmacéutico, laboratorio, químico, química, científico",1,2023-04-15 03:36:00.000,8_epidemia_vacunar_virus_vacuna
9,"político, política, libertario, candidato, voto",2,2023-04-15 03:36:00.000,9_político_libertario_política_presidenc...
10,"político, política, venezuela, peronismo, candidato",3,2023-04-15 03:36:00.000,10_boliviano_bolivia_político_política
11,"exmilitar, mexicano, balazo, méxico, maría",1,2023-04-15 03:36:00.000,11_asesino_testimonio_testigo_víctima
12,"sequía, ecológico, ambiental, ecosistema, clima",2,2023-04-15 03:36:00.000,12_economía_económico_futuro_ambiental
13,"vaticano, escuela, clase, santificar, francisco",1,2023-04-15 03:36:00.000,13_papal_catolicismo_arzobispo_católica
14,"cibernético, hashtag, trolls, ciberacoso, social",1,2023-04-15 03:36:00.000,14_mediático_periodístico_político_perio...
15,"reforma, laboral, trabajo, trabajador, modernización",2,2023-04-15 03:36:00.000,15_sindicalismo_reforma_político_polític...
17,"embriología, embrión, genéticamente, genético, gestación",1,2023-04-15 03:36:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"chileno, político, xenofobia, chile, política",3,2023-04-15 03:36:00.000,18_chileno_chile_político_dictadura
20,"pecera, ribera, canario, pueblo, ambulante",3,2023-04-15 03:36:00.000,20_ríos_río_arroyo_agua
22,"música, músico, artista, musical, artístico",2,2023-04-15 03:36:00.000,22_música_musical_músico_rapero
24,"artista, art, arte, creativo, artístico",1,2023-04-15 03:36:00.000,24_arte_artes_art_estética
28,"realidad, futuro, superar, ficción, narrativo",2,2023-04-15 03:36:00.000,28_futuro_pandemia_crisis_pensamiento
29,"feminismo, narradoro, película, protagonista, nostalgia",2,2023-04-15 03:36:00.000,29_ficción_protagonista_personaje_melodr...
30,"artista, conurbano, arte, villa, cárcova",1,2023-04-15 03:36:00.000,30_sociedad_comunitario_proyecto_comunid...
33,"costa, roberto, adinerado, reino, atlántico",2,2023-04-15 03:36:00.000,33_submarino_marino_naufragio_océano
34,"pueblo, benito, cántaro, san, afrodescendient",1,2023-04-15 03:36:00.000,34_película_personaje_actor_hombre
35,"cubano, cuba, español, mexicano, racista",3,2023-04-15 03:36:00.000,35_cubano_cubana_cuba_chile
37,"relatividad, siglo, genio, espectador, física",1,2023-04-15 03:36:00.000,37_astrónomo_ciencia_universo_teoría
38,"fiesta, lugano, cultural, popular, club",2,2023-04-15 03:36:00.000,38_bailarín_tango_protagonista_ballet
41,"pobreza, urbano, inmobiliaria, vecino, barrio",5,2023-04-15 03:36:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, dictadura, democracia, electoral",16,2023-08-21 19:12:00.000,0_político_política_electoral_candidato
1,"activismo, político, política, feminista, feminismo",4,2023-08-21 19:12:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"macrismo, román, futbolista, entrenador, peronismo",5,2023-08-21 19:12:00.000,2_fifa_futbolista_fútbol_deporte
3,"novelista, literario, ficción, escritor, autor",3,2023-08-21 19:12:00.000,3_literario_escritora_autor_literatura
4,"inflación, inflacionario, déficit, corrupción, política",6,2023-08-21 19:12:00.000,4_déficit_deuda_endeudamiento_inflación
5,"pedagógico, educador, educativo, enseñar, docente",3,2023-08-21 19:12:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"monserrat, alfredo, chamorro, desaparición, clandestino",5,2023-08-21 19:12:00.000,6_asesinato_policía_policial_maldonado
8,"renal, paciente, trasplantado, enferma, riñón",1,2023-08-21 19:12:00.000,8_epidemia_vacunar_virus_vacuna
9,"político, política, ideológico, libertario, progresismo",8,2023-08-21 19:12:00.000,9_político_libertario_política_presidenc...
10,"bolivia, progresismo, progresista, venezuela, colombia",1,2023-08-21 19:12:00.000,10_boliviano_bolivia_político_política
11,"publicado, psiquiatra, matar, violencia, padre",2,2023-08-21 19:12:00.000,11_asesino_testimonio_testigo_víctima
12,"economía, innovación, futuro, organismo, económico",4,2023-08-21 19:12:00.000,12_economía_económico_futuro_ambiental
14,"sociología, sociólogo, sociológico, autoritarismo, democracia",1,2023-08-21 19:12:00.000,14_mediático_periodístico_político_perio...
17,"inteligencia, intelligence, artificial, futuro, tecnológico",3,2023-08-21 19:12:00.000,17_innovación_tecnológico_tecno_tecnolog...
18,"chileno, chile, dictadura, democracia, políticamente",3,2023-08-21 19:12:00.000,18_chileno_chile_político_dictadura
19,"journalism, periodístico, periodista, wainfeld, periodismo",2,2023-08-21 19:12:00.000,19_periodista_periodístico_periódico_nar...
21,"geopolítica, geopolítico, política, político, geoeconomía",1,2023-08-21 19:12:00.000,21_soviética_soviético_vladimir_rusia
22,"música, music, músico, musical, concierto",6,2023-08-21 19:12:00.000,22_música_musical_músico_rapero
23,"sentenciar, sentencia, justicia, político, política",1,2023-08-21 19:12:00.000,23_justicia_judicial_juzgado_condenar
24,"artificial, robótica, creativo, artes, artístico",2,2023-08-21 19:12:00.000,24_arte_artes_art_estética
26,"fotoperiodismo, fotoperiodista, fotógrafo, fotográfico, fotografía",1,2023-08-21 19:12:00.000,26_fotoperiodismo_retratar_retrato_fotóg...
27,"antisemitismo, israel, israelí, netanyahu, enemigo",2,2023-08-21 19:12:00.000,27_israel_netanyahu_israelí_palestina
28,"filósofo, revolución, apocalipsis, catástrofe, futuro",3,2023-08-21 19:12:00.000,28_futuro_pandemia_crisis_pensamiento
29,"protagonista, ficción, personaje, shakespeare, melodrama",4,2023-08-21 19:12:00.000,29_ficción_protagonista_personaje_melodr...
30,"origen, legado, herencia, antiguo, país",3,2023-08-21 19:12:00.000,30_sociedad_comunitario_proyecto_comunid...
32,"tormenta, huracán, meteorólogo, meteorológico, tornado",1,2023-08-21 19:12:00.000,32_catástrofe_desastre_tragedia_terremot...
33,"marinero, marino, submarino, naufragio, naval",2,2023-08-21 19:12:00.000,33_submarino_marino_naufragio_océano
37,"colombiano, excusa, colombia, chico, hombre",1,2023-08-21 19:12:00.000,37_astrónomo_ciencia_universo_teoría
41,"democracia, política, democrático, levantamiento, gobernabilidad",1,2023-08-21 19:12:00.000,41_pobreza_inmobiliario_habitante_pobre
0,"político, política, ideológico, gobierno, democracia",10,2023-12-28 10:48:00.000,0_político_política_electoral_candidato
1,"antifeminista, feminismo, feminista, masculinidad, patriarcado",6,2023-12-28 10:48:00.000,1_feminismo_feminista_patriarcado_mascul...
2,"champagne, denunciante, salvaje, titular, agujero",1,2023-12-28 10:48:00.000,2_fifa_futbolista_fútbol_deporte
3,"literario, autor, escritora, escritor, libro",5,2023-12-28 10:48:00.000,3_literario_escritora_autor_literatura
4,"inflacionario, inflación, economía, déficit, económico",3,2023-12-28 10:48:00.000,4_déficit_deuda_endeudamiento_inflación
5,"educativo, alumno, escolar, enseñar, educación",7,2023-12-28 10:48:00.000,5_pedagógico_enseñanza_escolar_educativo
6,"asesinar, asesinato, homicidio, matar, muerte",3,2023-12-28 10:48:00.000,6_asesinato_policía_policial_maldonado
7,"embrión, abortar, aborto, fertilidad, debate",1,2023-12-28 10:48:00.000,7_aborto_abortar_anticonceptivo_embarazo
9,"político, política, democracia, libertario, ideológico",13,2023-12-28 10:48:00.000,9_político_libertario_política_presidenc...
10,"salvador, salvadoreño, electoral, político, democracia",1,2023-12-28 10:48:00.000,10_boliviano_bolivia_político_política
11,"autor, personaje, cuento, leer, lector",1,2023-12-28 10:48:00.000,11_asesino_testimonio_testigo_víctima
12,"especie, águila, forestal, ecuatoriano, jurásico",3,2023-12-28 10:48:00.000,12_economía_económico_futuro_ambiental
14,"mediático, periodista, noticia, político, periodismo",4,2023-12-28 10:48:00.000,14_mediático_periodístico_político_perio...
17,"digital, global, internet, economía, tecnológico",1,2023-12-28 10:48:00.000,17_innovación_tecnológico_tecno_tecnolog...
22,"cultural, arte, artista, fiesta, ciudad",1,2023-12-28 10:48:00.000,22_música_musical_músico_rapero
23,"legislador, parlamentario, congreso, político, debate",1,2023-12-28 10:48:00.000,23_justicia_judicial_juzgado_condenar
24,"arte, creativo, artístico, artista, galería",4,2023-12-28 10:48:00.000,24_arte_artes_art_estética
27,"israel, netanyahu, israelí, palestino, palestina",4,2023-12-28 10:48:00.000,27_israel_netanyahu_israelí_palestina
29,"protagonista, ficción, personaje, drama, fantasía",4,2023-12-28 10:48:00.000,29_ficción_protagonista_personaje_melodr...
30,"autora, ficción, científico, investigador, ciencia",4,2023-12-28 10:48:00.000,30_sociedad_comunitario_proyecto_comunid...
31,"creatividad, creativo, pensamiento, cultura, imprenta",1,2023-12-28 10:48:00.000,31_digital_internet_tecnología_móvil
33,"avión, embajador, militar, ministro, generala",1,2023-12-28 10:48:00.000,33_submarino_marino_naufragio_océano
38,"narrador, protagonista, película, film, documentar",1,2023-12-28 10:48:00.000,38_bailarín_tango_protagonista_ballet
39,"autoficción, recuerdo, memoria, ficción, recordado",2,2023-12-28 10:48:00.000,39_morir_muerte_moribundo_cadáver
